,text,label
27649,@riandawson will do,neutral
27652,still a newbie in twitter!,neutral
27654,"neighborhood research today, Day 1 of 5....and a little bit of shopping",neutral
27660,"@Glowster Hey Dave, whasup?",neutral
27661,Building Websites,neutral
27665,going to hannah movie @ 6.30,neutral
27668,@nuttychris well if i use all my tweets will be the push to make me go to the shop. and by the time im back it will be over hopefully,neutral
27671,"@skysignal as long as it can select what to post and what not to post, Im in! we should tell the others!",neutral
27676,I'm twitterring and facebook-ing and blogging and myspac-ing and bullshitting,neutral
27679,Conserve water. Take showers together,neutral
27681,@Groovin2Life,neutral
27683,"@Pink Hey lady, will you be coming to Canada in the fall? I'd love to see you in concert some time! It'll be my 1st time!",neutral
27684,@vitalstatistiks Since you travel quite often and use online travel sites we would love some feedback on iXiGO.com from you,neutral
27689,@rwo Y360 rï¿½t b?t c? ??ng user ch?y ??n r?i thï¿½ l?i nhanh thï¿½i,neutral
27691,http://twitpic.com/4jken - fire and urban at rock challenge,neutral
27695,@chriscornell any chance at getting to see this?  I can be there within an hour,neutral
27696,@RobertPattz Bonjour.. Did you sleep well?,neutral
27699,"@bill_starr Yep, the Hawkesbury Classic starts at Windsor, home of said DJ",neutral
27704,"math is all that is left for the day, then the DMV",neutral
27706,@makirules I sent you a FR yesterday.,neutral
27708,Just invited YOU to twitter!,neutral
27710,http://twitpic.com/4jkes - @edstetzer  Here's your follower count.,neutral
27711,"OK, It's my 1000th Tweet  I'll use it to simply say &quot;Thank You!!&quot;. I've met some of the most giving/caring people on Twitter!",neutral
27720,Spending way too long looking for a new desktop background,neutral
27723,"@ad1318 Yes, you can change your name under settings",neutral
27724,@WongKinLeong you can dude.. look at the amount of worshippers you have,neutral
27726,@poptimism meeting the boy?,neutral
27727,"milan is retardeddddddd, anyone wanna see my paint pic of him ???",neutral
27733,@MrsMoNJ ha i dunno! i usually check it during the day and i've only been caught bcz i replied to your tweet,neutral
27742,@Meaty216 They are people too,neutral
27744,@ladymaryann There!,neutral
27747,@justmebo fortunately they have a #baller waiting area,neutral
27749,@undeniablyfaith Your post reminded me to sit something out. Looks like steak for dinner,neutral
27752,Har varit pï¿½ Hannah Montana the movie   // cool http://gykd.net,neutral
27756,playing machines in actinggg,neutral
27757,is new to twitter and has no friends here... or should i say followers?,neutral
27760,@TRPaul Get thee yon to the nearest Walgreens upon arrival.,neutral
27768,@michaelbarthel Welcome,neutral
27769,More #ecomonday @ManageMyHomecom @GreenCommission and me @nan_fischer  Now I'll go check out all the recommendations I've seen!,neutral
27777,This is my 201th update,neutral
27778,I think I wanna grab a lil wind turbine too! Hehe   ill have a mini power plant by the end rofl,neutral
27782,@Laurendorcus...I need a huge favor of love. Anticipate texts from me,neutral
27784,"If you yelled for 8 years, 7 months and 6 days, you would have produced enough sound energy to heat one cup of coffee.",neutral
27789,training again today.,neutral
27790,@tangibleww I like the last part in your methodology.,neutral
27791,@taral don't you need a server and someone who knows how to program to use Wordpress? Love to but my knowledge is limited right now,neutral
27799,@HeyItsRiley I'm going to Vegas this summer,neutral
27803,"@AndreasHale lol nah no swine flu for me bro. lmao what's ur schedule like this week, I need to catch up!",neutral
27810,@Vampiricbunny thanks,neutral
27812,@beautyandbedlam Make sure you come back and comment again!,neutral
27824,"@IBGPN noboby's behind. I think I lead with $14,8 so far",neutral
27828,hmm i dont know what to do today....cause im done with school...and it feels great,neutral
27832,Crawling back into bed...because I can,neutral
27839,@ppatel So Windows LiveWriter's accessible? Guess that answers that.,neutral
27845,"Decided to boot Vista after a few months of hiatus... spent two hours updating, forgot the original reason for booting Vista... gave up",neutral
27856,is going to run a circle...also...ab zum Spooohort.,neutral
27862,@Morrica Good Morning my Swedish Friend. I love the Meat Balls.  haha,neutral
27870,Inspired to blog about something inspirational. Haha.,neutral
27872,sign up for tarte news http://tinyurl.com/dde2v6 my intro in the newsletter AND 20% off first purchase 2for1,neutral
27875,psyching myself up for the next few days...oh my.,neutral
27878,@romrod,neutral
27887,"@andrea_r One of mine is a potential winner I think, could be quite easy to code, but I might sit on it for now",neutral
27888,yess  are you going today?,neutral
27891,I'll try to put together a list for a portfolio to put together along with a little bio on myself in my free time (school is stating),neutral
27895,rmbr the time when we torned for the night in sentosa? I was the only one who didnt have to spit out the &quot; 3 unknown facts&quot; abt myself,neutral
27902,Eating Cadbury's Dairy Milk giant chocolate buttons. Those who say that one square of dark chocolate is more satisfying... are lying,neutral
27905,may the 4th be with you,neutral
27907,@phyllig MTV Movie Awards. Go vote! STAT,neutral
27909,Just uploading photos from the cell...nothin like true candid-ness!,neutral
27910,@jonathanbriggs glad to hear it's good bank holiday weather down there to,neutral
27916,at school right now,neutral
27917,@emzyjonas hey hey,neutral
27919,"waking up again, this time with a hot cup of coffee",neutral
27921,@_Ra_Ra_ your not alone...i need coffee too.,neutral
27925,"remember, dont let your small list cover your big list...its too little to even worry about it.",neutral
27930,hi all! i'm in again!,neutral
27934,Recovered now  Back to work!,neutral
27938,Working and watching Milk,neutral
27943,Google ... show me apples ... I only want to see images with green in them: http://tinyurl.com/clrbau COOL,neutral
27944,stayed home from school today   doctors sooooon.,neutral
27946,"I'm getting sick of this exam kinda thing. Well, that's life",neutral
27949,@PowBam_ If I called your cell phone would you let me talk to your teacher?,neutral
27953,Am I the only one who likes Mondays?,neutral
27954,@jamesramya Yes because those taxes disguise the booking fees and commissions that online travel portals charge. Try iXiGO.com next time,neutral
27955,Anybody to have good tips for budget lodging in Tokyo?,neutral
27956,Got some new clothes  and series one of supernatural on dvd,neutral
27965,Oops! Meant to say Boston Red Sox (instead of Red Sux) and Tampa Bay Rays (instead of Devil Rays) in previous post.. Old habits,neutral
27968,@pmed Awesome.  good luck with the kegging.  I need to get into that instead of bottling,neutral
27969,"@caitlingrant Thanks!!!!  Like I said on facebook, you just made me awesomely happy.  Thanks.",neutral
27974,i also realized this weekend how many people are only internet hot...ok catty comment out of the way for the week,neutral
27975,) no more Chemistry!!! I'm gonna choose English. I find it (Chem.) kinda boring in the end! gonna help people &lt; who choose Chem&gt;,neutral
27979,I love cute texy messages. Especially when he calls me mandy,neutral
27981,"'If I don't believe in Him, why would He believe in me?' -Bring Me The Horizon  A chill goes down my spine whenever I hear that line.",neutral
27986,First post on Twitter!  please visit us @ http://www.myfasturl.com,neutral
27989,@ditucci What kind of coach would I be if I didn't read all your tweets?    Still waiting on an non-dried afro picture.,neutral
27990,Goingg to school today,neutral
27992,Almost in New York City,neutral
28003,It's teacher appreciation week - been out making deliveries to instructors this morning,neutral
28008,@sharlynnx hahahah of course  they have such a nasty display picture :'),neutral
28010,@faithbookjesus And what's your blog entry about?,neutral
28013,goooooddd morning tweets!!  week three OF my workout. did i mention i got my new glasses yesterday?!?,neutral
28016,A friend is someone who will help you move. A real friend is someone who will help you move a body,neutral
28021,I love Stereosound HQ headphones,neutral
28024,@smaals Is it culture day? Love it. I'm telling you graf culture in the study,neutral
28027,I want some grape juice.,neutral
28037,back to bed,neutral
28038,"hey, i've just updated my twitter",neutral
28040,@RaviKapoor Thanks! It was really fun to do. I do love those 60s romances/comedies (though that one could have used more comedy IMO).,neutral
28045,Morning...is anyone out there???,neutral
28050,"@juliemae Pano yan? Di na ako UP student, technically.",neutral
28062,5 things this Twitterer could do without  http://MikeFrizzi.com/blog/?p=192 SRC @MikeFrizzi / I like this guy.,neutral
28070,@paultelner lol I really wanna go there!! Imma check the vid out rite now,neutral
28079,home from school now. watching that '70 show,neutral
28082,"Oops. I overlooked this LOLdog, also germane to #starwarsday :  http://tinyurl.com/cmal68 This is one of my earlier and better efforts",neutral
28083,Lebron maybe the MVP this year ... but I like the Lakers to win the NBA Title,neutral
28099,@MabelandViolet I was going to send you the photo by DM but can't as you not following me...,neutral
28100,@SnappyTouch Someone hardcoded 650mb into my brain back in the 90s,neutral
28106,@calebhawk i cannot deal w/ this tweet. lol.,neutral
28107,"@CaptainCeej Jungle Book, Mary Poppins, or Bugs Life - depending on if you want cartoon, live action or cgi",neutral
28113,I got 5 in English lesson  now drinking sprite,neutral
28114,lowkey tired yet still energetic !,neutral
28123,"@tailsy Absolutely, I was just thinking that",neutral
28128,Day of writing,neutral
28131,@TechBabe I'll put your name on the list,neutral
28135,@RobertPattz hey dude im finishing my lullaby  dude i saw a pic of you w/ long hair umm lets just say keep it short ha,neutral
28136,"@ravegabe If you do, I'm sure you'll enjoy",neutral
28145,@sween Whom do yu wanna kill ??,neutral
28148,@JanitorusRex would be more fun to date then Steve-O.,neutral
28149,"@lynn_hong  Oh yeah, just came back from a weekend of cosplay photo marathons",neutral
28158,@FeliciaSlattery Kids attacking your keyboard?,neutral
28159,Figuring out how this Twitter thing works,neutral
28163,"@JasonSobel Since part of your job is predicting what will happen on the golf course, what are you going to shoot?",neutral
28167,"@SQLChicken I should post some photos of my robots  ok - offline for 4 hours now. ttfn (oh, so IM...)",neutral
28179,@harrietglynn thanks,neutral
28181,"Work, work, work. Finally not sick, though.",neutral
28183,is looking forward to spending time with Mom today,neutral
28186,We should so go for the Cobra-Cam idea,neutral
28187,@boomerous Discrimination is not a bad thing. I've learned to say no. My children would say I mastered that years ago,neutral
28192,@denise183rd lol u better hurry up cause your ass is running late and whats for breakfast,neutral
28199,"Leaving minneapolis, doing some homework and going to watch my brothers tennis match later",neutral
28207,"@cosita Morning! If I get to see it, I'll let you know. Right now, I'm going to go see Wolverine.",neutral
28210,@vivid13 Thanks about the ponytail. I dreamt last night that I shaved my head...??? I guess it's a bigger deal than I thought.,neutral
28223,"@JennWebb Yeah, I kinda got over the whole Barry Manilow phase.",neutral
28231,@sheila_H ok so who do you know on Daisy of Love? And have you seen it yet. oh lord,neutral
28233,Running errands with my little man. Maybe he won't act like a 3 year old today.,neutral
28240,@j0shu4 idk... maybe...,neutral
28246,Couldn't let you twitter alone,neutral
28247,going to work till 3...then maybe ride the horses and take my sister to softball pratice,neutral
28249,@meldrum83 kids will not eat salad so they getting crisps only salad for me and mr can make his bloody own,neutral
28253,@silverpearl17 Hey there! What's up?!,neutral
28255,@MaternalSpark (Raises hand) Oh! Oh! Me too! #caffeine,neutral
28257,has bought more holiday clothes,neutral
28272,@MmmBaileys @carli_chick Hello,neutral
28277,Ugh Final Exam today....Ready for my Summer to start.,neutral
28278,"@kevsbrtny It depends on your goals &amp; how much you want to spend  Cannondale, Specialized and Cervelo are all good brands.",neutral
28279,@aquarices2 just driving...err speeding.,neutral
28296,Volunteering at Down Syndrome Indiana on Wednesday,neutral
28298,Will be your DJ for a little while! Tune in if you want  www.soompiradio.com @soompi,neutral
28300,@pingpingss &quot;just&quot; - http://tinyurl.com/cuy43t,neutral
28308,Also... @earthXplorer @DanTraveling @lonelyplanet @brianepeters #travel #backpacking hope you enjoy our pics &amp; videos,neutral
28310,last day of classes!!,neutral
28319,@sez101 thank you Sezi,neutral
28322,"$ES_F interestign setup,the FED is forced to buy bonds,whic pressures stocks,while the gvnmt spins news to raise stocks,left&amp;right hand",neutral
28323,Step-by-step I'm leaving it all behind,neutral
28328,"@xktstarx oh actually, the one on there is my old number, i'll change it now, it ends with 023",neutral
28333,has made up her mind.....,neutral
28335,@JJaneBB follow me if you like to hear interesting stories,neutral
28337,First Day for research at Edmonton General,neutral
28342,Mmmmmmmm... ? it in the morning,neutral
28343,"@BackStory Maybe u should get a coffee machine at your new desk, seems appropriate",neutral
28345,Off to band practice,neutral
28346,Afternoon all - how is everybody?,neutral
28352,"And i ain't happy go lucky, its just today... The world don't feel ugly",neutral
28354,"Guys Richard fleeshman got twitter, FOLLOW HIM  @RFleeshman",neutral
28357,going to bed. night,neutral
28362,"And here goes my first Twitter from #TwitterBerry Application from my #BlackBerry Bold 9000..  Cheers, long live.. #SMR",neutral
28365,"@LilBrownGirlie see most people didn't like deadpool cause it wasn't true to the comics, I'm guessing you like Ryan Reynolds",neutral
28368,Watchin Scooby Doo 2,neutral
28370,checkin twitter out!,neutral
28375,"@rose_ville  yay green!  It certainly makes all the rain worth it.  And it's nice and cozy being indoors, knitting",neutral
28379,is enjoying the night with her folks.,neutral
28380,Im trying to make my MySpace look good. Check it in about 30 mins and leave me a comment,neutral
28382,at work......thinking about the rest of my finals...summer almost here,neutral
28383,Going to hibernate,neutral
28387,Going to search out areas we would like for our dream home to also home my home based business one day soon.,neutral
28388,@heartbomb I'll try..blah! Thanks  what are u up to today?,neutral
28389,@ConnieGreen  #powerblog What is this powerblog challenge you keep talking about?  I'm a newbie follower,neutral
28393,"@truk77 Dude, you could totally get that then sell it to some Denton musician and profit",neutral
28395,"@madnilk thank you  btw, if u're wondering, you can check out the &quot;Fuel&quot; brand here ( @fuelbrandgroup )",neutral
28396,"@nickdunn Thanks, Nick. Means a lot coming from a designer of your caliber  #symphonycms",neutral
28397,Discovered that Numpy arrays can hold values of any type.  Useful for manipulating arrays of numbers with uncertainties.,neutral
28398,"@danvesma Haha, go crazy with it! ;)",neutral
28401,"Just started on here and i already see @smalleyez and @infinityh are by far the biggest talkers, er, i mean tweeters!",neutral
28402,Has Ruth today,neutral
28403,"@RFleeshman  lol since I got twitter a little while ago, it seems like loads of people setting up an account",neutral
28407,"great mood todayyyyyyyyy. Super excited for the game tonight, not so excited to be one year older (tomorrow).",neutral
28421,http://tinyurl.com/cyonct vote for Rob,neutral
28423,@aimecain whuahahhaha you need to cut down on them Bram Ladages/Applejacks/pancakes,neutral
28430,"Morning!! ... ^-^ escuchando el  Soundtrack de Twilight que Gaby me trajoooooo! la adoro  ...(muse, paramore, perry farrell...)",neutral
28435,"ahahah with sandy, bekz, erin and derrian",neutral
28446,"Signing off folk, might be back on later!",neutral
28452,"@mariajessica Yup, sometimes kc it's raining here in Pque but in Las Pinas it's not. So just wondering.",neutral
28458,Working up to my vacation to Thailand. Getting more excited every day,neutral
28466,@branchuchan Obviously not too bad,neutral
28469,@dayzie63 I work at the group home,neutral
28471,Trying to figure out how to use this twitter thing  Hahhh,neutral
28473,I day til NYC!!!! and the journey soon begins!!! Music baby,neutral
28485,"@TheRaj Happy Star Wars 2u2, from all at @tbbtfans",neutral
28489,need more songs to download. suggestions? ill take anything,neutral
28503,@Eliizaabeeth  haha i like modern studies..... its my favourite subject  haha i guessing you dont feel the same? xx,neutral
28504,"@ABeautifulMind1 Whats with you though, you sound a bit down yourself.. not your boiler again is it",neutral
28508,@hellojao hi Add me.  it's shannen,neutral
28509,About to clock into work,neutral
28516,@angeleyes81075 oh..keep working on it..you can always make it a little smaller,neutral
28528,Off work,neutral
28530,"Twitter question: should I go to my brothers 1st soccer game of the season? OR, Should I stay warmed up in bed? 2 minutes to reply!!",neutral
28537,@twittess jï¿½ passo o link,neutral
28538,believes that creativity  in cooking is only limited to your imagination... guess that applies for most things too... like photography,neutral
28541,haha I'm bored! I think I'll go watch a movie  BBL,neutral
28548,"@AmberNia noooo, she was wavin at me",neutral
28557,@heystephy write write write!!!,neutral
28561,awake from the nap,neutral
28562,@kveton you have to follow me before i can dm ya,neutral
28564,Sitting at home watching ATL for the 2 time todayy  Waiting for Jess to come at like 630 then go get Marg and head out later to Second Sat,neutral
28572,just got a wii,neutral
28573,im on twitter mobile... confusin!!!! lol im knda slow,neutral
28575,"@DAChesterFrench DAMMIT. I guess my baby daddy is some impostor then...i kid, i kid",neutral
28579,"hello new maccy, welcome to your new home",neutral
28581,"@rdkpickle For the movie, but maybe I am just a little awesome.",neutral
28584,@Mollyschambrs woot!! you go girl,neutral
28588,@kayatee Haha no. I just connected my phone to my wifi.,neutral
28592,at Shriya's,neutral
28599,Listening to Black Eyed Peas.,neutral
28600,Dyed my hair. .&quot;back to black&quot;,neutral
28602,"@Norbridge Also, using vintage or antique pieces offers a green solution.  No higher form of recycling, in my opinion!",neutral
28604,still shopping and looking for shoes now,neutral
28616,@Twilightluver17 If you mean backround then.. Settings&gt;design.. scroll to the bottem and click change backround image  &amp; there ya go.,neutral
28623,"@crobcary No, I'm working on it all day Monday. Will try to remember to email but if you're smart you'll remind me.",neutral
28632,"Tip for today - The eagles are specials against the broncos, put your house on them",neutral
28638,"in 8th grade yearbook: for narnia movie release blurb, pic of aslan and my skandar!",neutral
28639,@grasuth is that it's welsh name?,neutral
28640,"@idocpro @sorchamorrigan Dany, meet Sorcha, Sorcha, Dany.   Now you know each other. :-p",neutral
28646,@jstewart131  its suzi,neutral
28648,@qtjene Thanks,neutral
28657,The Goonies. Projected. On a garage door. Amazing.,neutral
28658,"charlie and the chocolate factory, in the mood for some johnny depp, then bed. Preparing for a 14 1/2 hour wok day tomorrow",neutral
28661,WELL i do not think i am getting a call anytime soon. PAINTING MY NAILS!,neutral
28662,just bought a good chocolate and a magazine... Later I'll play comanche 4... My good saturday,neutral
28664,@MeredithKlein oh that's discreet,neutral
28666,@Nabaishko @BADDASSTWIN @DJPLAYBOY @GREENARROW09 @Kellynico  get lit  I am  http://bit.ly/OASQR,neutral
28667,Watching the film Real Women Have Curves  Why are good films on in the middle of the night?,neutral
28672,going 4 a swim,neutral
28679,@Djalfy Thats on Fox isnt it? Never watched it,neutral
28692,@asinkujobear lol what..i was thirsty!,neutral
28697,"@JoeSDMF I know, but I wanna finish bsg first",neutral
28707,@dirtbikegirl18 I don't think he's confirmed but I have a feeling he'll be at Glen Helen. Just my opinion,neutral
28715,"@nhuhieuma ava nï¿½y c?ng ch? cï¿½ 3 mï¿½u nh?? :-/ @gk2007 thui, hem sao em ?, c? h?i cï¿½n nhï¿½u m?,",neutral
28716,Is watching Bruce almighty,neutral
28717,@CrazyOnYou Very true.  And well behaved women rarely make history.,neutral
28720,"gtg now, listen to cobra's new song @ their myspace, ttyl  santi &lt;3",neutral
28721,@coruscating It's a date!,neutral
28723,@ishakey yea so wassup,neutral
28725,@EricMillegan 0k...enjoy Dora the Explorer..  greetings to your niece!!,neutral
28729,"@tccrt3r heyy! @RayleneOrnelas told me to follow u, whatsup?",neutral
28731,@ozdj Can I also have a swirly flat white?,neutral
28739,@savagestar Sounds like you won backstage passes,neutral
28747,@djlezlee that's the only way to get things done. no distractions,neutral
28752,@retrorewind thanks,neutral
28754,: Chillin' at home-watching a movie on tv &amp; making some &quot;healthified&quot; streusel coffee cake.,neutral
28760,"After a week staying with my Grandmother, I'm home in Lopatcong. . Can start my new book tonight.   http://twitpic.com/4w1s0",neutral
28762,"Out with Bre, Jimmy, and Jon P?",neutral
28768,http://twitpic.com/4w1s4 - Found at a garage sale for $1.50,neutral
28773,@ddlovato WELCOMEEE BACKKKKK,neutral
28774,I'm in the Starbucks with a cup of coffee   http://yfrog.com/ehhmyj,neutral
28776,Just got back from baby sitting. It went well.,neutral
28780,@coreymekell not a lot!! im bored! My names Crissy BTW lol How u doinnnn???,neutral
28781,@buildstrong we found a ride,neutral
28783,@JustJayde  Make sure ur plantin next to the water in the soil,neutral
28790,@sburkhead,neutral
28792,Yay my ears match,neutral
28801,@Lil_Heidi_V  Thank you pretty lady.,neutral
28806,playing Wii!,neutral
28808,@enjoymore Your cave? Does it have an espresso machine?,neutral
28810,"@jordangerous Oh, I don't really have much of an opinion on her either way. It's just a night to rip everything.",neutral
28811,TV time  see yall later! xoxo,neutral
28815,"@nodgesoft pfft, cydia apps ftw, code on the phone, make, reload springboard",neutral
28816,"@tararizing it makes me happy to hear a girl talk, or tweet, about the nba. but... could you give my nuggets some love?!",neutral
28820,@Beangirl Pad Thai is my favourite,neutral
28826,"@OppositeLock THE TERMINAL was my kind of movie  well, anything with airplanes &amp; hot chicks in it, is my kinda movie",neutral
28828,http://twitpic.com/4w269 - My 789 pacman pic,neutral
28829,is maxin and relaxin... ahhh,neutral
28841,back in wayland  its good to be home,neutral
28843,hanging with Bri,neutral
28848,- stillll listening to 'paranoid'  now starting civics homework+ new JONAS episode !,neutral
28862,looking at all my old myspace status' oh mann. Skyrockets in flight! afternoon delight! AAAAAAAAfternoon delight!,neutral
28863,and to james's we go!,neutral
28864,"Needless to say, I didn't stay to find cache#90.",neutral
28872,@Rhispect LOL thx,neutral
28873,@corie_michele thanks for that...am now following them...love good causes,neutral
28874,@babycakes1966 i agree,neutral
28875,good morning!,neutral
28876,@_owl_ ah but you're already on my list,neutral
28880,@josephgelb thanks for the answer  I had been wondering the whole week,neutral
28882,"Thanks to all the people who added me on Skype  If you want to add me, my name is same as my twitter name, and my YT name, and Blogtv, etc",neutral
28886,Getting ready for an early night tweeps!   Have a great one every 1,neutral
28892,waiting on food.,neutral
28894,@Adrienne_Bailon talk with your HIPS,neutral
28895,@NarotBahar are u planning on doing cardio for 1.5 hrs? If so that's very reasonable  whatcha do last night?,neutral
28898,@NatalieGelman keep telling yourself you'll feel better by doing it and tomorrow can be a lazy day... it is Sunfay afterall  (Excuses.),neutral
28908,It feels good to be good at something,neutral
28912,@melmyfinger ill check that out,neutral
28918,Chatting w/ Calyx.,neutral
28920,"about to head to the Strand, goodnight",neutral
28923,Watching The Seeker,neutral
28924,Holy crap I am exhausted! Resting up so I can go see Wolverine later,neutral
28926,@LilliJ ..i'm a buffalo worshipper  ... maybe it is time to pay a visit to my preferred buff-schack in town. http://twitpic.com/4w2ls,neutral
28928,taking in the local art,neutral
28933,@classicbecca bamboo/jade green !,neutral
28939,"@rockdrool second wife, what?",neutral
28940,@MOHFANZ Fun times ~ that's my friends beer!  here's the pic'  http://yfrog.com/053agj,neutral
28942,Sountrack de Juno me deixa feliz,neutral
28944,@michaelsheen Do you have any idea when the (not so) patient fans will see some teaser pics of you all in costume?,neutral
28947,"@vardenrhode thanks.  thing is so much of it is more design-art, which I hardly ever get a go at, therefore never get much better..",neutral
28953,"What are some good places to eat in Los Angeles, want to try something different today",neutral
28965,"@mediocrefilms Yes, that does sound like a distinct advantage. Fortunately, I enjoy being female.",neutral
28967,Cleaning up the kitchen &amp;watching the Royals play,neutral
28973,@RoxyNJustice,neutral
28986,@KalebNation - Have you dissapeared to go on the Ellen Show?,neutral
28989,chillin tonight (at least for now),neutral
28990,Got into the show early. Jackson's chillen. Lil shorty,neutral
29000,Just back from graduation.  Two more doctors in the family now,neutral
29001,@jareason left a comment on your blog post,neutral
29004,"Takes the 554 to Willoughby, St. Nelle, Glie, Old Oak Center, The Big Mall.  So many places to choose from....",neutral
29006,@sophie2dopex a great song by East Clubbers,neutral
29013,cotton candy milkshake,neutral
29018,@chaotic_barb Thanks  #sigjeans,neutral
29021,"Hey the letter I sent finally came back today, ill stuff its contents in with the other letter and send it off to you tomorrow",neutral
29024,@iheartrendering awww. its cool. i ate too much ice cream,neutral
29026,@ftskim i'm both. But more girl than guy.,neutral
29031,"here it's 3:34  a.m. and i'm at home, after a night in a pub",neutral
29034,@twistedraisin and movies too!!!,neutral
29051,Sum1 said this would be huge one day...smart guy,neutral
29055,"@FeliciaSlattery ease of use, better camera, syncs w/iTunes, smaller (I looked at Storm), more eye-appealing &amp; not clunky. -just a few!",neutral
29058,"To Mums in OZ -, Happy Mothers Day 2day, to Mums in US - Happy M-Day 2morro, &amp; to Mums w/ Altzheimers, guess what!? TODAY'S MOTHERS DAY!",neutral
29062,Okay...So I have an AIM account now...Send me ur S/N's on there so I can add u...Thx!,neutral
29067,"Wathing Dollhouse on Hulu, eating the special from El Taquito and a beer. B-day week is going well",neutral
29072,@runanskyrun I'd rather do the early run..but I am a morning runner,neutral
29080,"@justjen97 BTW, do not plan anything for next Sunday. But do find out times they're showing Wolverine. I will take us to the movies!",neutral
29084,"&quot;Patchouli oil &amp; incense had a surge in popularity in the 1960s &amp; 1970s, mostly among devotees of the free love &amp; hippie lifestyles.&quot;",neutral
29119,"@katintherat Send that along, lady.",neutral
29122,@PackFM not if i'm not on the list,neutral
29130,@Boogs26 just watch evan longoria,neutral
29135,@tarajean09 What's for dinner?,neutral
29138,"@EricaLeigh777 $10 for evening, $5 for matinee(sp?",neutral
29145,gonna eat pizza. what are you doing??,neutral
29147,Watching Die Hard 2. I &lt;333 Jeremy Irons,neutral
29153,@yoyonb87 tehe. It was on the 9th,neutral
29157,Mothers Day,neutral
29158,@barihouse what's up stranger? Mercy Me is rocking out to so long self and i'm tweetin',neutral
29160,@Scath drop me an e-mail or something and i'll totally do it,neutral
29166,"@destroytoday - Tweetie is using Yfrog now, I think, so any chance of adding it to the in-client image viewing?",neutral
29168,@carlyrighteous I'm in belleville at my parents and someone offered me a bus ride to orillia for 10$ at the mall. Thought of you,neutral
29170,Twitter criado.,neutral
29173,@Marney1911 flipping between the race and the nba playoffs.  Pulling for dale jr and 'bron 'bron....,neutral
29186,Sweet! When are they going to be publicly available?,neutral
29188,@tnewberry I was talking about the margarita machine.,neutral
29197,@daysdifference jeremy... You made me want sushi.,neutral
29205,just got back from tori's. watching shark boy and lava girl,neutral
29206,after a little bit the drink isn't actually so strong anymore,neutral
29209,@WhiteLakeGal,neutral
29213,@Vinken thanks for the #followfriday,neutral
29215,@JoyofZen Doing okay. How are you doing?,neutral
29221,at the R&amp;R fashion show with kacie,neutral
29222,i bought the mach 6  http://tinyurl.com/q9fyuf,neutral
29227,@JoeJacobi Following them all... You're creating a little flock of paddling Twitterers...,neutral
29236,Out with Audrey,neutral
29237,@amirahM i'll wear mine too!,neutral
29241,@NJDemocrat I knew something was wrong with this guy.  Now it's been confirmed!  Thanks for the pic!,neutral
29259,Ahhhh the calm after the storm.  All is quiet. Night everyone and Happy Mothers Day to those it applies to,neutral
29263,@BrianMcnugget nothing beats nurofen plus!,neutral
29267,"@KimKardashian You remind me so much of a Omaha Girl, that I use to date.  I guess it all in the Jeans, (Calvin Kleins is what she wore).",neutral
29278,@KaydeeisMeeko HAHA my rooommate are watching that! i have a huge crush on landon.,neutral
29279,@howie_d he's a lucky baby. He has a wonderful family  do u know when u could take him at home?,neutral
29282,Gonna go watch Jackson's band play and then going to the band after party,neutral
29290,Changed my username,neutral
29291,is playing with Windows 7 RC,neutral
29292,and I bought FOUR ties  http://tinyurl.com/pvajlm,neutral
29294,"Going to my brother's wedding in Princeton, NJ next Sat. Had to buy a navy blue sports coat and gray pants - $13 total at Goodwill",neutral
29296,Here are the cupcakes I made.  http://twitpic.com/4w425,neutral
29297,"I told Taylor I wanted to punch a baby, because I'm in so much pain and her response was &quot;what baby?&quot;. I love my family.",neutral
29303,"@AlanaJoy - No hard feelings, I hope  Like I say, I think we agree with each other.",neutral
29304,"@DuckyDoesTV They lost me at US ending. ;) I, mean, I don't eat #GreyPoupon or anything, but I prefer the bleaker original.",neutral
29314,Have to eat my veggies today.Mashed corn and string beans.But have steak along on the side,neutral
29317,@_IANNE I'm at the terrance middle by the left side center. I see u,neutral
29319,"on my brothers phone, using the internet",neutral
29321,"am fost la Obosession....a fost cam trist, ca am fost singurul treaz...",neutral
29324,update!  island flowers - large pouch http://tinyurl.com/qnh5oy,neutral
29327,This cigarette is so relaxing,neutral
29329,I've never been that close to falling asleep while standing.  looking forward to pushing faders tomorrow AM,neutral
29332,@gabbylucio now that you say that you do look like demi  hahaha!! Yessss august 2nd will be a blast,neutral
29333,@dyedinthewool Scooby is yours. Because he's different than the rest,neutral
29335,@Neicy55: just got home from drews bday.,neutral
29337,@wildbluebug Yep! Here's a pic of the kid standing on the Puffy Taco.  - Photo: http://bkite.com/07jZs,neutral
29338,Home from the mall  &amp; got mommy's gift for tomrrow,neutral
29341,"@Pamela010474 nope..not drunk..sometimes I think maybe I should..then maybe Twitter would make sense, ya know!",neutral
29346,@jtimberlake Good luck tonight! Canadas east coast is watching,neutral
29351,babysitting my hubby cam cam,neutral
29352,@BreeOlson9 I see your date is showing you a good time    Still want a stripper picture,neutral
29354,@amor8 tell me what you think of Pride Prejudice and Zombies . . . if you're not all hyped up on sugar,neutral
29357,@rkref are you making fun of the @cspan call-in guy?,neutral
29373,@Mr_Bloggerific,neutral
29377,"@JubileeHR When your wife's a teacher, you spend a lot of time indoors.  Trying to take some stress off the admin for May, writing often.",neutral
